Data Year,SCHOOL_YEAR,CESA,COUNTY,DISTRICT_CODE,DISTRICT_NAME,COHORT,COHORT_COUNT,N_COMPLETED,N_NOTCOMPLETED,GROUP_COUNT,multiple_multiple_private,instate_2yr_public,outstate_2yr_public,instate_4yr_private,instate_multiple_public,outstate_4yr_public,outstate_multiple_private,instate_4yr_public,multiple_2yr_public,outstate_4yr_multiple,multiple_multiple_public,outstate_less2_private,outstate_2yr_private,multiple_4yr_public,outstate_2yr_multiple,outstate_multiple_public,instate_4yr_multiple,multiple_4yr_multiple,multiple_multiple_multiple,multiple_4yr_private,outstate_4yr_private,instate_multiple_multiple,multiple_2yr_multiple,outstate_multiple_multiple
2021,2020-21,1,Waukesha,714,Elmbrook,2021,602,597,5,423,,32,,25,6,91,,201,,,2,,,7,,1,1,2,1,1,43,1,,
2020,2019-20,8,Oconto,2128,Gillett,2020,34,28,6,19,,8,,1,,,,6,,,,,,,,,1,,,,,,,
2019,2018-19,2,Rock,422,Beloit Turner,2019,100,98,2,70,,10,3,5,5,6,,21,,,1,,,,,3,1,1,2,1,2,3,,
2020,2019-20,1,Waukesha,3857,Muskego-Norway,2020,370,357,13,291,,39,5,30,6,39,,115,1,,7,,,8,,,6,1,2,1,10,7,,
2017,2016-17,10,Trempealeau,4186,Osseo-Fairchild,2017,68,66,2,31,,5,1,2,1,1,,15,,,1,,,,,1,,,1,,,1,,1
2018,2017-18,7,Brown,6328,West De Pere,2018,218,212,6,159,,29,,12,17,9,,50,1,,2,,,1,,,5,3,2,,5,5,,
2017,2016-17,9,Marathon,6223,Wausau,2017,646,581,65,404,,128,1,5,53,23,,114,3,2,10,,,3,,3,1,2,2,,9,4,,
2021,2020-21,8,Waupaca,3318,Marion,2021,35,33,2,9,,3,,1,,,,2,,,,,,,,,,,,,1,,,
2017,2016-17,11,Polk,1127,Clear Lake,2017,41,38,3,27,,8,2,1,2,3,,8,,,,,,,,,,1,,,,,,
2018,2017-18,3,Crawford,2016,North Crawford,2018,47,32,15,26,,8,1,,4,,,9,,,,,,,,,,,,,1,,,
2021,2020-21,8,Marinette,1232,Crivitz,2021,44,34,10,32,,11,,2,2,,,15,,,,,,,,,,,,,2,,,
2020,2019-20,11,Barron,903,Cameron,2020,89,76,13,40,,7,,1,2,1,,9,,1,3,,,6,,,1,2,,,1,,,
2019,2018-19,8,Shawano,6692,Wittenberg-Birnamwood,2019,75,70,5,60,,18,,4,5,4,,16,1,,1,,,,,,2,,,,,2,,
2021,2020-21,10,Taylor,2135,Gilman,2021,33,30,3,18,,6,,,,,,12,,,,,,,,,,,,,,,,
2020,2019-20,8,Oconto,2961,Lena,2020,26,24,2,10,,3,,1,,,,3,,,,,,,,,,1,1,,,1,,
2019,2018-19,8,Waupaca,1141,Clintonville,2019,137,115,22,69,,14,,4,3,5,,23,,,2,,,,,,1,1,,1,3,1,,
2018,2017-18,10,Rusk,2856,Ladysmith,2018,75,67,8,47,,11,2,1,7,3,,15,,,1,,,,,,,1,,,,2,,
2020,2019-20,5,Portage,4963,Rosholt,2020,37,35,2,29,,9,,,3,1,,11,,,,,,1,,,,,,,1,,,
2017,2016-17,1,Milwaukee,6419,Whitefish Bay,2017,214,207,7,223,,4,1,9,3,35,,86,,1,3,,,6,,6,8,11,2,1,30,,,
2021,2020-21,5,Sauk,280,Baraboo,2021,211,191,20,96,,6,,5,,20,,51,,,,,,,,,1,,,1,7,,,
2018,2017-18,5,Portage,105,Almond-Bancroft,2018,29,28,1,11,,3,,,,1,,5,,,,,,,,1,1,,,,,,,
2017,2016-17,5,Adams,14,Adams-Friendship Area,2017,131,120,11,57,,16,,1,5,4,,18,1,,1,,,,,1,,1,,,,,,1
2018,2017-18,5,Sauk,5100,Sauk Prairie,2018,220,195,25,143,,21,,6,26,11,,43,,,6,,,,,,,2,,1,8,1,,
2020,2019-20,11,Washburn,441,Birchwood,2020,14,12,2,12,,4,,,,1,,5,,,,,,,,,,,,,1,,,
2020,2019-20,9,Oneida,3647,Lakeland UHS,2020,183,173,10,120,,27,3,11,5,11,,40,,,4,,,4,,,,,,,6,2,,
2017,2016-17,10,Clark,3206,Loyal,2017,33,33,,38,,9,1,1,4,1,,17,,,2,,,,,,,,,,1,,,
2018,2017-18,2,Racine,6083,Waterford UHS,2018,272,262,10,178,,35,,18,20,11,,52,,,3,,,4,,,4,2,2,,5,6,,
2020,2019-20,11,Polk,119,Amery,2020,116,112,4,84,,16,2,3,2,8,,32,,,2,,,1,,3,1,1,,,9,,,
2019,2018-19,3,Sauk,5523,River Valley,2019,89,84,5,77,,18,1,3,1,4,,29,1,,1,,,,,2,1,2,,,3,2,,
2019,2018-19,1,Milwaukee,6244,Wauwatosa,2019,578,511,67,445,,37,1,31,16,34,,189,2,1,12,,,6,,4,4,7,5,4,29,4,,2
2018,2017-18,2,Jefferson,2702,Jefferson,2018,175,162,13,91,,25,,2,6,5,,17,,,4,,,1,,2,4,1,,,7,3,,
2018,2017-18,9,Price,4571,Prentice,2018,39,38,1,20,,7,,1,3,1,,2,1,,,,,,,,,,,,,1,,
2017,2016-17,7,Sheboygan,1631,Elkhart Lake-Glenbeulah,2017,47,46,1,22,,7,,1,2,,,7,,,,,,,,1,,,1,,,1,,
2019,2018-19,2,Jefferson,6125,Watertown Unified,2019,329,311,18,166,,28,2,11,13,8,,50,1,,4,,,1,,,2,2,1,,9,5,,1
2019,2018-19,11,Burnett,2233,Grantsburg,2019,214,173,41,69,,11,5,,4,1,,11,1,,2,,,1,,1,,1,2,,7,,,1
2021,2020-21,11,Dunn,637,Boyceville Community,2021,48,45,3,24,,8,,,3,1,,8,,,,,,,,,,,,,3,,,
2021,2020-21,1,Kenosha,2793,Kenosha,2021,1627,1422,205,476,,150,6,53,15,30,,143,,,2,,,1,,,,1,2,,25,4,,
2019,2018-19,10,Clark,7,Abbotsford,2019,64,63,1,31,,12,,1,4,,,6,,1,,,,,,,1,,,,1,1,,
2021,2020-21,3,Grant,2912,Lancaster Community,2021,73,70,3,39,,16,,1,,1,,14,,1,1,,,,,,,,1,,2,,,
2019,2018-19,2,Dane,3549,Middleton-Cross Plains Area,2019,557,528,29,425,,71,2,10,23,51,,146,1,1,5,,,7,,4,6,3,3,,47,5,,1
2017,2016-17,9,Taylor,4795,Rib Lake,2017,20,20,,25,,14,,,3,,,4,,1,,,,,,,,,1,,2,,,
2018,2017-18,7,Brown,1407,Denmark,2018,111,110,1,87,,23,,7,9,1,,26,,,1,,,,,,2,,,1,2,4,,1
2017,2016-17,8,Marinette,1232,Crivitz,2017,50,47,3,40,,13,,2,4,,,15,,,,,,1,,,,,,1,,,,
2020,2019-20,1,Milwaukee,2177,Nicolet UHS,2020,244,237,7,233,,14,1,19,2,45,,86,1,2,,,,5,,1,2,4,3,3,21,1,,
2019,2018-19,6,Winnebago,4088,Omro,2019,83,77,6,62,,14,,5,6,5,,20,,,,,,,,,2,1,,,,1,,
2021,2020-21,10,Chippewa,5593,Stanley-Boyd Area,2021,78,75,3,25,,12,,,1,1,,11,,,,,,,,,,,,,,,,
2018,2017-18,4,Trempealeau,485,Blair-Taylor,2018,28,28,,17,,5,,,1,,,9,,,,,,,,,,,,,1,,,
2020,2019-20,12,Washburn,3654,Northwood,2020,34,31,3,17,,7,1,,,,,2,2,,1,,,,,,,1,1,,1,,,
2018,2017-18,8,Shawano,6692,Wittenberg-Birnamwood,2018,90,85,5,54,,14,1,,6,1,,17,,,1,,,,,1,1,1,1,,2,1,,
2017,2016-17,5,Juneau,3871,Necedah Area,2017,59,53,6,31,,3,,,3,6,,13,,,2,,,,,,1,,1,,,,,
2020,2019-20,5,Columbia,4536,Poynette,2020,81,77,4,47,,11,,2,1,3,,25,,,2,,,1,,,,,,,,,,
2019,2018-19,6,Fond du Lac,1862,Fond du Lac,2019,526,467,59,296,,59,4,10,23,12,,91,1,,36,,,4,,,1,4,1,,8,3,,
2018,2017-18,4,Monroe,5747,Tomah Area,2018,244,224,20,139,,27,3,2,13,14,,31,,,1,,,1,,3,1,2,2,,5,2,,
2018,2017-18,3,Sauk,5523,River Valley,2018,106,102,4,90,,29,,6,3,2,,24,,,3,,,2,,,,1,6,,5,2,,
2019,2018-19,10,Eau Claire,112,Altoona,2019,100,94,6,73,,12,1,2,8,4,,20,,,2,,,3,,,1,1,2,,7,,,1
2017,2016-17,3,Crawford,6251,Wauzeka-Steuben,2017,24,21,3,19,,7,1,,2,,,7,1,,,,,,,,,,,,,,,
2019,2018-19,5,Waupaca,2639,Iola-Scandinavia,2019,49,45,4,34,,9,,,3,2,,16,,,,,,1,,,,,1,,1,,,
2020,2019-20,11,Polk,4165,Osceola,2020,118,114,4,102,,14,10,2,1,20,,31,1,1,3,,,2,,1,,,3,,7,,,
2017,2016-17,4,La Crosse,6370,West Salem,2017,151,144,7,95,,24,1,2,4,7,,36,1,1,2,,,2,,,1,,1,1,,3,,
2018,2017-18,,,0,[Statewide],2018,66539,59759,6780,42708,7,8419,402,2111,4035,2522,8,12335,203,153,1093,6,,653,,321,547,543,681,98,1687,916,12,171
2017,2016-17,11,Barron,903,Cameron,2017,68,56,12,26,,8,1,,1,2,,6,,1,,,,,,,,,,,,,,
2018,2017-18,12,Price,4347,Phillips,2018,60,56,4,38,,11,,,3,5,,11,,,1,,,,,,,,,,1,1,,
2018,2017-18,2,Green,3682,Monroe,2018,173,161,12,118,,25,5,6,11,3,,39,2,,1,,,,,1,2,,2,,4,,,1
2021,2020-21,2,Walworth,6461,Whitewater Unified,2021,148,140,8,74,,12,1,9,,6,,37,,,,,,,,1,,,,,6,1,,
2017,2016-17,7,Manitowoc,5866,Valders Area,2017,81,80,1,57,,18,,6,10,1,,9,,,,,,1,,,,,,,,2,,
2018,2017-18,8,Marinette,4263,Beecher-Dunbar-Pembine,2018,19,18,1,9,,2,2,,,1,,,,,1,,,,,,,,,,1,1,,
2019,2018-19,5,Marquette,3689,Montello,2019,59,54,5,30,,8,1,1,2,1,,8,,,2,,,,,,1,1,,,2,,,
2019,2018-19,2,Dane,3332,Marshall,2019,75,71,4,52,,22,,7,3,,,15,,,,,,,,,,1,,,1,1,,
2020,2019-20,3,Crawford,4543,Prairie du Chien Area,2020,91,90,1,72,,21,3,,3,4,,22,1,,1,,,2,,1,,,,,2,3,,1
2017,2016-17,5,Columbia,4536,Poynette,2017,92,89,3,63,,7,,1,4,2,,30,,1,1,,,1,,,,,,,4,2,,
2018,2017-18,6,Winnebago,3892,Neenah Joint,2018,472,442,30,312,,54,,19,30,20,,98,1,,18,,,7,,,11,8,4,1,6,3,,1
2017,2016-17,10,Taylor,3409,Medford Area Public,2017,168,152,16,89,,33,,3,9,3,,16,,,6,,,1,,1,,1,1,,1,,,
2020,2019-20,11,Saint Croix,231,Baldwin-Woodville Area,2020,105,104,1,82,,11,4,,4,8,,32,,,2,,,,,,,1,,,9,,,
2021,2020-21,2,Racine,777,Burlington Area,2021,276,242,34,89,,17,,11,2,6,,38,,,1,,,,,,,,,,4,2,,
2020,2019-20,1,Milwaukee,3619,Milwaukee,2020,5502,3708,1794,1930,,590,41,237,37,107,,396,8,2,11,,2,13,,5,11,17,15,1,104,28,,2
2018,2017-18,10,Taylor,2135,Gilman,2018,27,26,1,19,,7,,,4,,,3,1,,,,,,,,,,,,,1,,
2018,2017-18,4,La Crosse,2849,La Crosse,2018,462,407,55,316,,65,5,8,19,27,,81,6,2,8,,,10,,1,3,5,7,,20,4,,2
2017,2016-17,6,Outagamie,2583,Hortonville Area,2017,270,263,7,196,,44,,12,23,9,,69,,,1,,,2,,,,2,,,8,5,,1
2021,2020-21,5,Columbia,4536,Poynette,2021,86,82,4,46,,18,2,2,,1,,16,,,,,,,,,,,,,2,,,
2019,2018-19,10,Chippewa,2891,Lake Holcombe,2019,24,23,1,21,,5,1,,2,,,9,,,1,,,,,,,,,,,,,
2019,2018-19,11,Barron,4802,Rice Lake Area,2019,174,161,13,115,,21,3,3,12,8,,21,,,9,,,2,,3,,4,3,,12,,,3
2020,2019-20,10,Chippewa,5593,Stanley-Boyd Area,2020,54,49,5,50,,19,,,3,1,,17,,,,,,1,,,1,,,,1,1,,
2017,2016-17,12,Ashland,170,Ashland,2017,173,156,17,101,,29,2,7,5,9,,13,5,,3,,,2,,,1,1,3,,5,,,1
2019,2018-19,11,Polk,4165,Osceola,2019,139,138,1,105,,14,13,2,6,10,,30,1,4,5,,,2,,3,,2,,,8,1,,
2018,2017-18,1,Waukesha,3437,Menomonee Falls,2018,330,323,7,245,,31,1,19,12,23,1,98,,1,6,,,5,,1,4,2,3,,12,8,,
2018,2017-18,5,Waupaca,2639,Iola-Scandinavia,2018,48,45,3,41,,8,,2,3,1,,16,,,4,,,,,,1,1,,,1,2,,
2018,2017-18,6,Dodge,2625,Hustisford,2018,41,35,6,11,,1,,,1,,,6,,,,,,,,,,,1,,,,,
2017,2016-17,2,Walworth,1638,Elkhorn Area,2017,225,216,9,141,,33,,6,18,9,,38,1,,3,,,1,,1,,1,4,,1,2,,
2019,2018-19,5,Dodge,4634,Randolph,2019,35,31,4,22,,5,,2,2,1,,11,,,,,,,,,,,,,,,,
2019,2018-19,6,Outagamie,3129,Little Chute Area,2019,107,104,3,86,,15,,10,4,1,,23,,,6,,,1,,,3,2,,2,4,6,,
2019,2018-19,10,Rusk,2856,Ladysmith,2019,68,56,12,41,,8,1,,3,3,,15,,,3,,,,,,,1,2,,1,,,
2018,2017-18,4,Juneau,6713,Wonewoc-Union Center,2018,24,21,3,14,,7,,,2,,,2,,,1,,,,,,,,,,1,,,
2017,2016-17,8,Shawano,6692,Wittenberg-Birnamwood,2017,77,74,3,49,,20,1,3,11,1,,8,,,,,,1,,,,,,,,1,,
2018,2017-18,5,Marquette,3689,Montello,2018,66,60,6,29,,7,1,,6,,,9,,,,,,,,,1,,1,,,,,
2021,2020-21,12,Douglas,3297,Maple,2021,100,95,5,48,,9,6,2,1,7,,20,,,,,,,,,,1,,,2,,,
2021,2020-21,12,Washburn,3654,Northwood,2021,21,18,3,15,,3,,,,1,,10,,,,,,,,,,,,,1,,,
2018,2017-18,6,Fond du Lac,6216,Waupun,2018,155,145,10,75,,19,,3,7,3,,24,,,2,,,,,2,,,,,,1,,
2017,2016-17,1,Waukesha,3925,New Berlin,2017,400,390,10,340,,36,,34,37,20,,143,2,,1,,,6,,1,3,3,1,1,17,7,,
2017,2016-17,2,Jefferson,4221,Palmyra-Eagle Area,2017,66,62,4,56,,13,1,3,3,2,,18,1,,,,,,,,,,,,,4,,
2017,2016-17,1,Waukesha,3437,Menomonee Falls,2017,330,323,7,232,,30,,13,23,7,,108,1,1,1,,,5,,1,3,2,1,1,11,4,,
2019,2018-19,8,Florence,1855,Florence County,2019,30,29,1,10,,1,,1,1,,,4,,,,,,,,,,,,,,,,
2018,2017-18,2,Kenosha,6545,Wilmot UHS,2018,257,234,23,155,,20,2,13,23,11,,48,2,1,3,,,4,,1,4,3,2,2,2,1,,
2021,2020-21,11,Polk,5019,Saint Croix Falls,2021,78,76,2,48,,6,3,,1,9,,20,,,1,,,,,,,1,,,6,1,,
2017,2016-17,3,Iowa,1428,Dodgeville,2017,87,86,1,85,,19,2,1,4,2,,44,1,,2,,,,,1,,,2,,2,1,,
2017,2016-17,8,Oconto,5670,Suring Public,2017,31,30,1,22,,6,,1,2,1,,7,,,,,,,,,1,,,,,,,
2017,2016-17,2,Dane,350,Belleville,2017,57,55,2,48,,6,,1,7,2,,22,,,,,,2,,,1,,,,1,1,,
2020,2019-20,10,Clark,2394,Greenwood,2020,29,26,3,25,,9,,1,1,2,,11,,,,,,,,,1,,,,,,,
2021,2020-21,2,Dane,896,Cambridge,2021,71,70,1,40,,5,,6,,6,,22,,,,,,,,,,,,,,,,
2019,2018-19,2,Dane,350,Belleville,2019,66,64,2,53,,16,,,,5,,20,,,1,,,1,,,,,,,5,1,,
2020,2019-20,5,Columbia,1183,Columbus,2020,95,90,5,48,,14,1,4,1,1,,19,,,,,,1,,,,,,,2,1,,
2020,2019-20,1,Milwaukee,8106,Milwaukee Academy of Science,2020,46,40,6,18,,7,,1,,2,,6,,1,,,,,,,,,,,,,,
2018,2017-18,4,Trempealeau,2632,Independence,2018,28,25,3,25,,6,,1,1,1,,7,,,,,,1,,,,1,,,2,2,,
2021,2020-21,11,Barron,4802,Rice Lake Area,2021,206,181,25,99,,17,3,4,1,26,,33,,1,,,,,,1,,,1,,7,1,,
2019,2018-19,3,Grant,609,Boscobel Area,2019,68,60,8,33,,5,1,4,,2,,12,,1,1,,,,,,,,,,2,,,
2018,2017-18,8,Forest,5992,Wabeno Area,2018,25,25,,21,,4,,2,1,,,7,,,1,,,,,,,,,,2,,,
2020,2019-20,12,Bayfield,4522,South Shore,2020,17,16,1,9,,3,4,,1,,,1,,,,,,,,,,,,,,,,
2019,2018-19,3,Grant,4904,River Ridge,2019,44,41,3,24,,9,,1,,,,12,,,,,,,,,,,,,,,,
2020,2019-20,1,Waukesha,1376,Kettle Moraine,2020,326,321,5,273,,27,1,19,3,31,,113,,1,7,,,8,,,2,2,5,,21,2,,2
2019,2018-19,11,Saint Croix,3962,New Richmond,2019,221,211,10,183,,33,9,1,7,25,,44,3,,5,,,6,,1,,1,3,,13,2,,2
2018,2017-18,11,Washburn,5306,Shell Lake,2018,39,36,3,34,,9,1,,5,3,,6,,1,2,,,,,,,1,,,2,1,,
2020,2019-20,2,Walworth,6482,Williams Bay,2020,47,42,5,30,,2,,4,,5,,8,,,,,,1,,,,,2,,6,1,,
2019,2018-19,11,Polk,1127,Clear Lake,2019,41,39,2,39,,13,2,1,4,1,,7,1,,,,,,,1,,,,,2,1,,
2018,2017-18,5,Columbia,4228,Pardeeville Area,2018,64,63,1,42,,14,,5,6,1,,6,,,1,,,1,,,,1,,,1,,,
2020,2019-20,5,Columbia,3150,Lodi,2020,121,117,4,88,,20,,3,5,8,,42,,,1,,,,,,,,1,,2,1,,
2017,2016-17,12,Price,1071,Chequamegon,2017,62,61,1,42,,12,,3,6,3,,13,,,,,,,,,1,,1,,,1,,
2021,2020-21,9,Oneida,4781,Rhinelander,2021,224,216,8,105,,37,1,2,1,9,,40,,,1,,,,,,1,,1,,6,,,
2017,2016-17,2,Racine,5852,Union Grove UHS,2017,258,256,2,170,,22,2,19,14,9,,65,,,1,,,5,,,3,4,,,9,,,
2018,2017-18,11,Polk,119,Amery,2018,100,98,2,77,,15,1,1,1,10,,21,,1,4,,,1,,,2,,3,,3,,,1
2019,2018-19,4,Trempealeau,485,Blair-Taylor,2019,44,42,2,16,,4,,,2,2,,3,,,,,,,,,,,1,,,1,,
2020,2019-20,6,Winnebago,3430,Menasha Joint,2020,229,222,7,117,,21,2,8,5,10,,42,,1,3,,,8,,,,,1,,3,,,
2017,2016-17,4,Juneau,1673,Royall,2017,31,29,2,19,,6,,1,2,1,,6,,,,,,,,,,,,,,,,
2021,2020-21,6,Outagamie,2758,Kaukauna Area,2021,296,281,15,119,,46,2,6,2,12,,43,,,1,,,2,,,,,,,1,1,,
2021,2020-21,8,Shawano,623,Bowler,2021,25,18,7,10,,6,,1,1,,,2,,,,,,,,,,,,,,,,
2019,2018-19,6,Outagamie,2835,Kimberly Area,2019,375,367,8,303,,54,,29,17,22,,96,,2,21,,,9,,,6,2,2,,12,8,,1
2017,2016-17,4,Jackson,91,Alma Center,2017,43,40,3,32,,11,,1,5,1,,9,,,,,,,,,1,,2,,,,,
2017,2016-17,6,Outagamie,2758,Kaukauna Area,2017,278,259,19,184,,46,,21,11,4,,63,,,2,,,1,,,2,3,2,3,7,1,,
2019,2018-19,5,Waushara,6475,Wild Rose,2019,36,35,1,24,,3,,3,1,1,,10,,,,,,,,,1,,,,1,,,
2018,2017-18,2,Jefferson,6125,Watertown Unified,2018,292,281,11,215,,40,1,15,16,5,,69,,,2,,,2,,,1,2,7,,12,4,,1
2018,2017-18,6,Dodge,3171,Lomira,2018,88,85,3,72,,16,,7,9,2,,23,,,1,,,1,,,,1,,,3,2,,
2020,2019-20,1,Ozaukee,1015,Cedarburg,2020,290,283,7,218,,13,,20,4,35,,93,,,4,,,7,,3,,3,1,2,23,,,1
2019,2018-19,10,Marathon,5467,Spencer,2019,54,53,1,44,,9,,,7,4,,12,,,1,,,,,2,,,1,,1,1,,
2019,2018-19,3,Lafayette,161,Argyle,2019,24,23,1,22,,6,,,5,2,,8,,,,,,,,,,,,,,,,
2018,2017-18,10,Clark,5726,Thorp,2018,50,47,3,32,,6,,1,2,,,12,1,,1,,,1,,,1,,,,,3,,
2018,2017-18,10,Chippewa,870,Cadott Community,2018,74,68,6,36,,10,,1,7,2,,9,,,1,,,,,,,,1,,,,,
2020,2019-20,10,Clark,2226,Granton Area,2020,17,14,3,9,,3,,,1,,,3,,,,,,,,,,,,,,,,
2021,2020-21,2,Jefferson,6125,Watertown Unified,2021,298,288,10,140,,33,2,9,1,6,,69,,1,,,,,,,,,,,11,1,,
2021,2020-21,2,Dane,3381,McFarland,2021,746,544,202,212,,65,4,11,2,21,,77,,,2,,,,,1,,1,,,15,,,
2018,2017-18,12,Iron,3484,Mercer,2018,7,7,,6,,1,,,2,,,1,,,,,,1,,,,,1,,,,,
2020,2019-20,2,Jefferson,4221,Palmyra-Eagle Area,2020,66,65,1,43,,8,,4,2,3,,19,,,,,,1,,,,,,,,,,
2018,2017-18,3,Vernon,5960,Kickapoo Area,2018,43,39,4,19,,5,,1,2,1,,5,,,2,,,,,,,,,,,1,,
2018,2017-18,10,Chippewa,1204,Cornell,2018,24,22,2,17,,8,,1,,,,4,,,,,,,,,,1,,,,,,
2018,2017-18,7,Calumet,2534,Hilbert,2018,26,24,2,18,,4,,2,4,,,7,,,,,,,,,,,,,,,,
2017,2016-17,9,Marathon,196,Athens,2017,52,51,1,27,,13,,1,5,,,4,,,,,,,,,,,,,,1,,
2020,2019-20,9,Oneida,5733,Three Lakes,2020,34,31,3,26,,8,,1,3,3,,8,,,,,,,,,,1,,,2,,,
2018,2017-18,7,Sheboygan,5271,Sheboygan Area,2018,774,687,87,449,,100,,42,53,13,,106,2,4,7,,,1,,,5,3,5,2,10,15,,2
2020,2019-20,2,Dane,5621,Stoughton Area,2020,249,242,7,150,,37,,5,6,13,,65,,,4,,,1,,,2,,1,,7,1,,
2020,2019-20,1,Milwaukee,5355,Shorewood,2020,162,158,4,144,,7,,8,2,13,,50,,,1,,,3,,,4,4,1,1,37,,,3
2019,2018-19,6,Washington,2800,Kewaskum,2019,143,132,11,103,,24,,9,6,9,,27,,,7,,,,,,3,2,2,1,4,2,,
2019,2018-19,8,Oconto,4067,Oconto Unified,2019,81,66,15,50,,11,,5,2,1,,15,,1,,,,,,,1,1,,,1,2,,
2019,2018-19,3,Lafayette,1295,Darlington Community,2019,63,57,6,36,,7,,,3,1,,16,,,,,,,,1,,3,3,,,,,
2020,2019-20,10,Eau Claire,1554,Eau Claire Area,2020,804,672,132,488,,125,2,9,22,51,,171,,6,4,,,8,,2,1,2,1,,24,2,,2
2018,2017-18,5,Wood,6685,Wisconsin Rapids,2018,420,392,28,260,,70,,7,34,10,,72,1,1,2,,,1,,1,,3,2,,6,6,,
2018,2017-18,8,Marinette,6230,Wausaukee,2018,42,38,4,27,,11,,,4,1,,5,,,,,,,,,,,,,,,,
2020,2019-20,6,Fond du Lac,910,Campbellsport,2020,114,109,5,74,,18,,6,2,11,,28,,,1,,,1,,,1,,,,,,,
2019,2018-19,7,Calumet,5614,Stockbridge,2019,15,15,,17,,4,,2,1,,,7,,,1,,,,,,,,,,,1,,
2020,2019-20,11,Saint Croix,2611,Hudson,2020,447,431,16,346,,20,15,2,3,82,,124,2,3,3,,,9,,6,2,3,1,,34,1,,2
2017,2016-17,10,Buffalo,2142,Gilmanton,2017,14,14,,13,,4,,,2,1,,6,,,,,,,,,,,,,,,,
2021,2020-21,3,Lafayette,161,Argyle,2021,18,18,,17,,4,1,,2,1,,7,,,,,,,,,,,,,1,,,
2017,2016-17,10,Clark,2226,Granton Area,2017,24,22,2,13,,5,,1,1,,,2,,,,,,,,,,,,,,,,
2021,2020-21,7,Door,5457,Southern Door County,2021,81,78,3,48,,21,,3,1,2,,17,,,,,,,,,,,,,3,,,
2021,2020-21,3,Lafayette,5362,Shullsburg,2021,26,26,,16,,4,,,1,,,6,,,,,,1,,,,,,,4,,,
2019,2018-19,4,Monroe,980,Cashton,2019,28,27,1,31,,6,1,3,1,2,,9,,,1,,,,,,2,,1,,1,,,
2021,2020-21,6,Winnebago,4088,Omro,2021,80,78,2,49,,14,,2,,4,,25,,,,,,,,,,,,,1,,,
2019,2018-19,2,Walworth,1638,Elkhorn Area,2019,228,215,13,146,,31,,12,8,5,,46,,,3,,,6,,,2,1,4,,10,3,,1
2019,2018-19,6,Dodge,336,Beaver Dam Unified,2019,265,232,33,145,,22,2,4,14,8,,62,,,6,,,4,,,1,2,1,,2,1,,
2021,2020-21,2,Jefferson,1883,Fort Atkinson,2021,224,210,14,67,,32,,1,,2,,23,1,,,,,,,,,,,,5,2,,
2018,2017-18,2,Walworth,1638,Elkhorn Area,2018,252,244,8,134,,40,,6,13,11,,28,1,,2,,,3,,,,1,,2,4,3,1,2
2019,2018-19,12,Ashland,170,Ashland,2019,165,146,19,115,,29,2,6,6,5,,29,2,,2,,,,,,1,2,3,,4,1,,
2021,2020-21,4,La Crosse,2849,La Crosse,2021,497,432,65,189,,78,2,7,1,18,,61,1,,,,,,,,,2,1,,8,1,,
2018,2017-18,1,Milwaukee,5439,South Milwaukee,2018,324,293,31,163,,27,,10,15,6,,60,,,3,,,1,,1,2,2,2,,3,2,,
2020,2019-20,4,Vernon,2541,Hillsboro,2020,34,34,,24,,7,1,,1,1,,7,,,,,,,,,,1,,,1,2,,
2021,2020-21,7,Brown,1407,Denmark,2021,104,103,1,58,,11,,9,1,4,,28,,,,,,1,,,,,,,,1,,
2018,2017-18,3,Lafayette,2240,Black Hawk,2018,26,25,1,17,,3,1,,3,1,,3,,,,,,1,,,,,1,,,1,,
2019,2018-19,11,Pepin,1499,Durand-Arkansaw,2019,73,72,1,49,,15,,,5,3,,17,,,1,,,,,1,,,1,,,,,
2018,2017-18,2,Green,700,Brodhead,2018,74,71,3,69,,19,2,2,15,2,,20,,,,,,,,,,,,,1,1,,
2020,2019-20,6,Fond du Lac,4025,Oakfield,2020,41,40,1,16,,2,,4,,3,,3,,,,,,,,1,,,,,,,,
2020,2019-20,7,Brown,6328,West De Pere,2020,238,230,8,173,,34,1,12,5,22,,78,,,1,,,1,,1,1,,1,,4,3,,
2017,2016-17,3,Lafayette,161,Argyle,2017,19,18,1,20,,5,,,2,,,8,,,,,,,,,1,1,,,,,,
2017,2016-17,7,Kewaunee,70,Algoma,2017,69,66,3,31,,11,,1,2,2,,7,,,1,,,,,,2,,,,,1,,
2017,2016-17,10,Chippewa,3920,New Auburn,2017,19,19,,18,,6,,,3,,,9,,,,,,,,,,,,,,,,
2021,2020-21,11,Saint Croix,2198,Glenwood City,2021,45,43,2,32,,13,,1,,3,,11,,,,,,,,,,,,,2,,,
2017,2016-17,4,La Crosse,245,Bangor,2017,36,35,1,24,,8,,,2,2,,7,,1,,,,1,,1,,,,,1,,,
2020,2019-20,2,Dane,1309,Deerfield Community,2020,36,35,1,32,,16,,1,4,1,,6,,,,,,,,,,,,,,1,,
2020,2019-20,9,Price,4571,Prentice,2020,40,40,,20,,9,,1,,1,,6,,,1,,,,,,,1,,,,,,
2019,2018-19,10,Clark,5726,Thorp,2019,52,49,3,32,,15,1,,3,,,5,,,1,,,,,,,,,,,1,,
2017,2016-17,3,Richland,4851,Richland,2017,98,88,10,60,,16,1,5,10,1,,15,,,,,,1,,,2,,1,,1,2,,
