Data Year,SCHOOL_YEAR,CESA,COUNTY,DISTRICT_CODE,DISTRICT_NAME,COHORT,COHORT_COUNT,N_COMPLETED,N_NOTCOMPLETED,GROUP_COUNT,multiple_multiple_private,instate_2yr_public,outstate_2yr_public,instate_4yr_private,instate_multiple_public,outstate_4yr_public,outstate_multiple_private,instate_4yr_public,multiple_2yr_public,outstate_4yr_multiple,multiple_multiple_public,outstate_less2_private,outstate_2yr_private,multiple_4yr_public,outstate_2yr_multiple,outstate_multiple_public,instate_4yr_multiple,multiple_4yr_multiple,multiple_multiple_multiple,multiple_4yr_private,outstate_4yr_private,instate_multiple_multiple,multiple_2yr_multiple,outstate_multiple_multiple
2017,2016-17,2,Kenosha,6545,Wilmot UHS,2017,268,238,30,168,,27,6,11,13,12,,39,,1,1,,,4,,3,2,5,3,,7,2,,1
2019,2018-19,10,Chippewa,1204,Cornell,2019,23,23,,11,,3,,,3,,,3,,,,,,,,,,,,,,,,
2019,2018-19,5,Waupaca,6195,Waupaca,2019,145,135,10,97,,27,,6,3,3,,35,,,2,,,,,,4,1,1,,3,,,
2018,2017-18,9,Oneida,5733,Three Lakes,2018,35,35,,27,,9,1,1,2,1,,4,,,1,,,1,,,,,,,3,1,,
2020,2019-20,1,Milwaukee,6244,Wauwatosa,2020,603,559,44,405,,36,5,35,9,32,,169,,1,3,,,7,,1,6,17,1,4,38,2,,
2021,2020-21,3,Lafayette,364,Belmont Community,2021,22,22,,19,,7,,,,2,,9,,,,,,,,,,,,,1,,,
2018,2017-18,9,Marathon,196,Athens,2018,47,45,2,38,,19,,1,6,,,4,,,,,,,,,,,2,,,1,,1
2020,2019-20,2,Green,63,Albany,2020,19,19,,19,,3,1,2,2,1,,7,,,1,,,,,,,,,,,,,
2019,2018-19,5,Adams,14,Adams-Friendship Area,2019,134,124,10,39,,8,1,2,6,,,11,,,2,,,1,,,,1,,,,,,
2019,2018-19,7,Calumet,658,Brillion,2019,85,84,1,55,,18,1,2,4,,,15,,,,,,1,,,,,2,,3,2,,
2017,2016-17,1,Kenosha,2793,Kenosha,2017,1774,1550,224,991,,162,10,88,73,41,,272,8,2,15,,,9,1,7,12,16,12,7,47,8,,5
2017,2016-17,6,Outagamie,5348,Shiocton,2017,55,55,,27,,7,,,3,1,,11,,,,,,,,,,,,,1,,,
2021,2020-21,2,Kenosha,5054,Central/Westosha UHS,2021,243,227,16,105,,36,3,9,3,6,,33,1,,1,,,1,,,,,,,6,,,
2021,2020-21,10,Clark,3206,Loyal,2021,37,36,1,17,,5,,,2,,,8,,,,,,,,,,,1,,,,,
2017,2016-17,2,Jefferson,2730,Johnson Creek,2017,46,45,1,26,,7,,2,4,,,7,,,,,,,,,,,,,2,,,
2021,2020-21,4,Vernon,2541,Hillsboro,2021,38,35,3,14,,3,,,,3,,8,,,,,,,,,,,,,,,,
2019,2018-19,7,Brown,6734,Wrightstown Community,2019,122,120,2,100,,20,,7,4,4,,42,,,3,,,1,,,2,1,,,3,4,,1
2021,2020-21,5,Columbia,3150,Lodi,2021,111,102,9,74,,23,,7,,10,,26,,,,,,,,1,1,,,,4,1,,
2018,2017-18,3,Crawford,4543,Prairie du Chien Area,2018,77,76,1,53,,14,,1,6,3,,14,1,,2,,,,,1,,,2,,3,1,,1
2018,2017-18,1,Racine,4620,Racine Unified,2018,1552,1161,391,753,1,143,9,40,69,23,,217,4,3,6,,,12,,2,15,7,11,4,12,17,,6
2021,2020-21,3,Grant,994,Cassville,2021,19,19,,14,,4,1,,1,1,,6,,,,,,,,,,,,,1,,,
2020,2019-20,4,Jackson,3428,Melrose-Mindoro,2020,49,47,2,33,,15,,,3,2,,9,,,,,,,,,,1,,,1,,,
2017,2016-17,5,Juneau,3360,Mauston,2017,131,117,14,66,,15,,10,8,6,,19,,1,1,,,1,,1,,,,,,1,,
2018,2017-18,6,Dodge,2744,Dodgeland,2018,50,48,2,44,,7,,2,9,,,22,,1,,,,,,,,,,,,,,1
2021,2020-21,4,La Crosse,245,Bangor,2021,40,39,1,11,,7,,,,1,,3,,,,,,,,,,,,,,,,
2021,2020-21,6,Washington,2436,Hartford UHS,2021,331,305,26,155,,28,,21,1,27,,58,,,,,,1,,,1,1,,,12,,,
2021,2020-21,3,Crawford,2016,North Crawford,2021,39,35,4,12,,1,1,1,,,,8,,,,,,,,1,,,,,,,,
2019,2018-19,7,Sheboygan,5271,Sheboygan Area,2019,769,673,96,412,,79,1,32,61,6,,122,4,,4,,,2,,2,2,2,3,,11,13,1,
2019,2018-19,5,Wood,3339,Marshfield Unified,2019,302,280,22,218,,34,,6,33,13,,73,1,2,1,,,3,,3,1,4,1,,13,6,,1
2017,2016-17,11,Pierce,4459,Plum City,2017,21,20,1,14,,5,,,,,,4,1,,1,,,,,,1,,,,,,,
2019,2018-19,11,Barron,903,Cameron,2019,78,67,11,43,,8,,,3,4,,11,,,6,,,2,,,,2,,,2,,,
2019,2018-19,11,Pierce,4893,River Falls,2019,244,229,15,181,,16,4,1,15,23,,75,1,1,3,,,3,,2,,3,3,1,11,2,,
2019,2018-19,4,La Crosse,4095,Onalaska,2019,219,212,7,169,,43,1,1,8,18,,50,,,7,,,2,,3,2,1,2,,9,5,,
2019,2018-19,4,Juneau,1673,Royall,2019,32,31,1,26,,8,2,1,1,,,8,,,1,,,,,,,,,,3,,,
2020,2019-20,12,Douglas,5397,Solon Springs,2020,24,22,2,13,,2,3,1,,3,,3,,,,,,,,,,,,,,,,
2017,2016-17,9,Marathon,3304,Marathon City,2017,44,44,,56,,13,,,13,2,,18,,,2,,,,,,,,1,,,,,1
2019,2018-19,3,Grant,2485,Southwestern Wisconsin,2019,44,44,,24,,4,1,,2,,,10,,,,,,,,,,,,,4,1,,
2017,2016-17,12,Bayfield,4522,South Shore,2017,11,11,,11,,3,2,,,2,,1,1,,,,,,,1,,,,,,,,1
2020,2019-20,1,Milwaukee,1900,Franklin Public,2020,393,357,36,318,,36,,31,9,33,,139,,,5,,1,7,,2,1,3,,1,26,5,,1
2019,2018-19,11,Barron,308,Barron Area,2019,104,96,8,64,,13,1,1,2,2,,13,1,,13,,,2,,,,,1,,,,,
2021,2020-21,5,Wood,3906,Nekoosa,2021,83,74,9,45,,17,,1,3,4,,13,,,,,,,,,,,,,4,,,
2020,2019-20,10,Eau Claire,112,Altoona,2020,104,94,10,61,,16,2,1,4,7,,24,2,,1,,,1,,,,,1,,1,,,
2020,2019-20,1,Milwaukee,6470,Whitnall,2020,203,197,6,168,,22,1,27,2,21,,65,,,,,,1,,1,1,2,,,4,1,,
2018,2017-18,4,Jackson,476,Black River Falls,2018,125,114,11,57,,12,,1,4,3,,19,,,2,,,1,,,,,1,,,1,,
2021,2020-21,4,Vernon,6321,Westby Area,2021,79,76,3,36,,12,1,3,,3,,11,,,1,,,,,1,,,,,1,,,
2018,2017-18,4,Monroe,980,Cashton,2018,40,40,,30,,8,,,3,5,,8,,,,,,1,,1,1,,,,,1,,
2021,2020-21,11,Pierce,1659,Ellsworth Community,2021,107,104,3,75,,17,7,1,,12,,27,,,,,,,,,,,2,,6,,,
2018,2017-18,1,Milwaukee,6419,Whitefish Bay,2018,249,230,19,176,,5,,6,3,26,1,55,,1,4,,,11,,4,5,8,3,2,22,2,,1
2017,2016-17,6,Winnebago,4179,Oshkosh Area,2017,727,664,63,429,,65,1,21,34,13,,185,,,3,,,6,,1,3,3,3,,15,2,,
2017,2016-17,11,Washburn,441,Birchwood,2017,22,22,,15,,7,,,1,,,4,,,,,,,,,,,,,,,,
2018,2017-18,2,Rock,1568,Edgerton,2018,147,142,5,84,,21,,3,14,1,,25,1,,1,,,1,,,1,1,,,2,1,,
2021,2020-21,6,Dodge,3367,Mayville,2021,93,90,3,50,,7,1,12,,5,,24,,,,,,,,,,,,,,,,
2021,2020-21,1,Waukesha,2420,Hamilton,2021,353,343,10,154,,29,,18,4,23,,59,,,,,,,,1,1,2,,,8,,,
2021,2020-21,9,Vilas,1526,Northland Pines,2021,99,97,2,66,,16,,2,,10,,30,,,1,,,,,,,,,,4,,,
2021,2020-21,10,Marathon,5467,Spencer,2021,44,41,3,33,,9,,2,3,1,,12,,,,,,,,,,,,,2,,,
2018,2017-18,2,Rock,422,Beloit Turner,2018,108,104,4,88,,14,,7,18,4,,24,1,,,,,1,,,1,,4,1,1,1,,
2019,2018-19,4,Buffalo,84,Alma,2019,19,19,,7,,,,,,1,,4,,,,,,,,,,,,,2,,,
2017,2016-17,5,Waushara,6237,Wautoma Area,2017,94,81,13,49,,7,,3,3,2,,15,,,1,,,2,,,2,1,,,2,1,,
2019,2018-19,2,Walworth,2884,Lake Geneva-Genoa City UHS,2019,394,363,31,199,,30,4,12,12,10,,55,1,1,10,,,7,,2,1,2,,,14,4,,2
2020,2019-20,5,Sauk,280,Baraboo,2020,234,220,14,124,,15,1,4,5,24,,48,,,5,,,4,,2,2,1,,,5,,,
2017,2016-17,6,Washington,5390,Slinger,2017,253,251,2,175,,30,,14,23,2,,61,,,3,,,3,,,1,2,1,2,7,4,,
2021,2020-21,2,Green,3696,Monticello,2021,30,30,,11,1,3,,,,1,,5,,,,,,,,,,,,,,,,
2018,2017-18,4,Trempealeau,2009,Galesville-Ettrick-Trempealeau,2018,109,108,1,78,,22,4,2,3,3,,13,1,,3,,,2,,4,,,2,,3,3,,
2019,2018-19,5,Marquette,6335,Westfield,2019,76,67,9,36,,7,,1,2,4,,15,,,1,,,,,,,1,1,,,,,
2020,2019-20,5,Wood,4508,Port Edwards,2020,28,27,1,14,,2,,,3,,,7,,,,,,,,1,,,,,1,,,
2021,2020-21,3,Sauk,5523,River Valley,2021,112,103,9,49,,10,,7,1,4,,25,,,,,,,,,,,,,2,,,
2020,2019-20,10,Chippewa,870,Cadott Community,2020,52,48,4,35,,12,1,,1,,,18,,,,,,,,,,,,,,,,
2020,2019-20,9,Langlade,140,Antigo Unified,2020,205,195,10,97,,27,,3,7,7,,36,1,,3,,,1,,1,1,,,,4,2,,
2021,2020-21,1,Ozaukee,1015,Cedarburg,2021,255,252,3,205,,10,,13,3,40,,107,,,,,,,,,,2,1,,24,,,1
2017,2016-17,5,Columbia,1183,Columbus,2017,86,83,3,69,,19,,5,5,2,,26,,,,,,1,,,3,,,1,1,1,,
2017,2016-17,12,Douglas,3297,Maple,2017,111,104,7,65,,7,2,1,8,13,,12,2,,3,,,1,,3,,,3,,,,,
2018,2017-18,12,Iron,2618,Hurley,2018,45,45,,33,,2,14,,,4,,4,1,,5,,,,,1,1,,,,1,,,
2019,2018-19,5,Portage,4963,Rosholt,2019,48,48,,32,,11,,3,2,,,10,,,,,,,,,,,,,1,1,,
2019,2018-19,10,Trempealeau,4186,Osseo-Fairchild,2019,65,62,3,47,,13,,,2,2,,22,,,1,,,,,,1,1,2,,,1,,
2019,2018-19,6,Dodge,3367,Mayville,2019,99,93,6,66,,13,,3,1,2,,20,,,4,,,2,,2,1,1,1,,2,1,,
2021,2020-21,6,Dodge,2576,Horicon,2021,51,49,2,30,,12,,6,,3,,6,,,1,,,,,,,,1,,1,,,
2019,2018-19,11,Burnett,6293,Webster,2019,45,39,6,31,,4,2,,,2,,9,1,1,2,,,,,1,,,2,1,2,,,
2020,2019-20,6,Outagamie,2835,Kimberly Area,2020,385,377,8,274,,47,,16,7,42,,105,1,2,3,,,8,,,1,2,2,,17,2,,
2019,2018-19,7,Door,5457,Southern Door County,2019,66,64,2,64,,15,,7,6,3,,16,,,,,,1,,,1,1,1,,3,2,,
2019,2018-19,6,Fond du Lac,4872,Ripon Area,2019,124,119,5,93,,9,,16,4,5,,28,,1,5,,,3,,,1,1,,1,6,2,,
2020,2019-20,5,Adams,14,Adams-Friendship Area,2020,108,101,7,61,,20,,2,4,2,,13,,,,,,,,,1,1,,,3,2,,1
2018,2017-18,10,Buffalo,2142,Gilmanton,2018,7,7,,12,,5,,,2,,,5,,,,,,,,,,,,,,,,
2018,2017-18,6,Fond du Lac,910,Campbellsport,2018,102,96,6,72,,18,,8,10,2,,13,,,1,,,,,,3,1,1,,1,3,,
2017,2016-17,6,Fond du Lac,6216,Waupun,2017,119,108,11,87,,21,,8,9,2,,26,1,,1,,,,,,,1,3,,,4,,
2017,2016-17,2,Dane,5621,Stoughton Area,2017,296,286,10,183,,30,2,8,18,18,,62,,,2,,,3,,1,2,2,3,,9,1,,
2017,2016-17,11,Saint Croix,3962,New Richmond,2017,213,197,16,157,,17,14,3,12,18,,48,2,1,5,,,3,,3,,1,4,,12,,,1
2021,2020-21,1,Waukesha,2450,Arrowhead UHS,2021,531,526,5,428,,28,,46,2,105,,185,,1,,,,4,,2,4,3,,1,37,,,
2017,2016-17,9,Langlade,140,Antigo Unified,2017,198,176,22,104,,24,,3,14,3,,39,1,1,,,,,,1,,1,1,,3,2,,1
2021,2020-21,7,Calumet,1085,Chilton,2021,92,87,5,32,,13,,2,1,2,,12,,,,,,1,,,,,,,1,,,
2017,2016-17,6,Fond du Lac,4956,Rosendale-Brandon,2017,95,86,9,52,,15,,3,5,2,,15,,,1,,,1,,,1,,,,,3,,
2021,2020-21,1,Ozaukee,1945,Northern Ozaukee,2021,109,106,3,50,,12,,8,1,2,,16,,,,,,1,,,,,,,1,,,
2020,2019-20,6,Dodge,3367,Mayville,2020,90,89,1,51,,7,1,6,,6,,21,,1,,,,2,,1,,,,,1,,,
2020,2019-20,12,Ashland,840,Butternut,2020,12,12,,16,,9,,1,1,,,5,,,,,,,,,,,,,,,,
2019,2018-19,7,Kewaunee,3220,Luxemburg-Casco,2019,153,145,8,131,,47,,14,7,5,,35,,,,,,,,,4,,,1,1,2,,
2018,2017-18,7,Sheboygan,4641,Random Lake,2018,72,68,4,62,,15,,5,7,2,,19,,,,,,,,,1,2,1,,1,2,,
2020,2019-20,9,Lincoln,3500,Merrill Area,2020,255,232,23,140,,42,1,6,11,4,,60,,,1,,,1,,1,1,,,,2,,,
2020,2019-20,1,Milwaukee,6300,West Allis-West Milwaukee,2020,616,561,55,293,,59,5,35,7,17,,108,,,2,,,1,,1,3,3,2,,11,7,,1
2017,2016-17,1,Milwaukee,8106,Milwaukee Academy of Science,2017,29,25,4,21,,5,,3,1,1,,6,,,1,,,,,,,,,,1,1,,
2020,2019-20,10,Rusk,5757,Flambeau,2020,40,37,3,24,,12,,,2,3,,5,,,,,,,,,,,,,,,,1
2021,2020-21,6,Waupaca,3276,Manawa,2021,61,59,2,25,,8,,1,,1,,12,,,,,,,,,,,,,2,,,
2021,2020-21,4,Jackson,476,Black River Falls,2021,136,113,23,37,,15,1,2,,3,,8,,,1,,,,,,,,,,4,1,,
2021,2020-21,3,Iowa,1428,Dodgeville,2021,96,94,2,80,,25,,6,3,6,,37,,,,,,,,,,,,,2,,,
2021,2020-21,4,Monroe,980,Cashton,2021,61,58,3,23,,8,,1,1,,,9,,,,,,,,,,,1,,,2,,
2017,2016-17,9,Vilas,1526,Northland Pines,2017,98,95,3,77,,17,,7,3,6,,23,,,3,,,,,1,,1,1,,2,,,
2019,2018-19,1,Waukesha,3437,Menomonee Falls,2019,347,342,5,232,,19,,21,11,13,,103,,,7,,,3,,1,4,3,2,,13,8,,
2021,2020-21,5,Juneau,3871,Necedah Area,2021,56,52,4,18,,6,,,2,,,10,,,,,,,,,,,,,,,,
2018,2017-18,10,Clark,3899,Neillsville,2018,82,73,9,48,,11,1,,13,2,,14,,1,,,,,,,,,1,,,,,
2017,2016-17,2,Rock,1134,Clinton Community,2017,94,94,,65,,20,3,5,5,,,13,,,2,,,1,,1,2,,,,1,1,,
2021,2020-21,6,Outagamie,2583,Hortonville Area,2021,307,303,4,146,,39,3,14,2,17,,57,,,,,,,,1,1,,,,5,,,
2020,2019-20,2,Kenosha,6545,Wilmot UHS,2020,257,242,15,148,,34,2,11,2,12,,54,,,,,,5,,1,1,3,,1,6,3,,
2019,2018-19,10,Rusk,5757,Flambeau,2019,46,44,2,22,,5,1,,3,1,,8,,,,,,,,,,,,,,1,,
2019,2018-19,8,Langlade,6440,White Lake,2019,15,12,3,8,,4,,,,1,,1,,,,,,,,,1,,,,,,,
2017,2016-17,7,Sheboygan,2842,Kohler,2017,61,61,,40,,6,,4,1,7,,14,,1,,,,2,,,,,,,4,1,,
2017,2016-17,5,Waushara,4375,Tri-County Area,2017,40,39,1,26,,6,1,,6,,,7,,,1,,,,,,1,,,,,1,,
2017,2016-17,12,Douglas,5663,Superior,2017,326,283,43,194,,17,27,,9,22,,50,6,,12,,,8,,2,,2,3,,7,,,2
2017,2016-17,1,Milwaukee,1253,Cudahy,2017,184,168,16,117,,39,1,8,5,1,,34,,,,,,,,1,3,2,1,,2,2,,
2020,2019-20,1,Racine,4620,Racine Unified,2020,1408,1095,313,612,1,196,9,31,32,27,,187,,2,6,,,4,,1,6,4,1,,20,4,,
2017,2016-17,10,Chippewa,1092,Chippewa Falls Area Unified,2017,362,312,50,201,,55,1,,17,13,,55,3,,4,,,10,,,1,3,1,,8,,,
2017,2016-17,5,Sauk,280,Baraboo,2017,205,176,29,143,,21,,7,31,7,,42,,2,1,,,1,,,,,2,,7,2,1,
2017,2016-17,1,Waukesha,6174,Waukesha,2017,1126,984,142,667,,129,4,42,71,42,,190,1,,9,,,4,,4,4,9,6,2,25,17,,
2017,2016-17,5,Sauk,5100,Sauk Prairie,2017,195,186,9,140,,39,1,5,21,6,,43,1,,,,,1,,2,1,1,1,,2,3,,1
2021,2020-21,6,Fond du Lac,4025,Oakfield,2021,42,41,1,20,,6,,3,,5,,4,,,,,,,,,,1,,,1,,,
2020,2019-20,3,Grant,3850,Riverdale,2020,34,32,2,21,,7,,1,1,2,,4,,,1,,,3,,,,,,,1,,,
2020,2019-20,12,Douglas,3297,Maple,2020,108,103,5,61,,14,4,,2,9,,17,3,,3,,,,,,,,,,6,,,
2017,2016-17,1,Milwaukee,5439,South Milwaukee,2017,282,264,18,183,,43,1,23,8,3,,49,1,,2,,,2,,,5,1,1,,2,9,,1
2021,2020-21,8,Forest,2940,Laona,2021,17,17,,7,,2,,1,,,,4,,,,,,,,,,,,,,,,
2020,2019-20,5,Green Lake,4606,Princeton,2020,28,27,1,13,,4,1,1,1,,,1,,,,,,,,,,2,,,,,,
2020,2019-20,2,Dane,3675,Monona Grove,2020,245,231,14,214,,51,2,9,7,19,,81,1,,2,,1,3,,,1,3,3,1,16,4,,
2021,2020-21,7,Sheboygan,2605,Howards Grove,2021,84,82,2,39,,4,,6,,1,,23,,,1,,,1,,,,,,,1,,,
2018,2017-18,2,Green,3934,New Glarus,2018,53,52,1,47,,8,,2,2,5,,21,,1,,,,1,,,3,1,,,1,,,
2017,2016-17,1,Waukesha,4060,Oconomowoc Area,2017,396,379,17,252,,31,1,8,28,19,,109,,3,1,,,5,,2,3,4,1,,8,6,,
2017,2016-17,1,Milwaukee,2303,Greenfield,2017,307,278,29,204,,57,,25,14,1,,59,,,,,,1,,,1,,1,1,2,2,,
2020,2019-20,3,Grant,2485,Southwestern Wisconsin,2020,45,43,2,33,,7,4,,2,1,,12,2,,2,,,1,,,,,,,,,,
2017,2016-17,5,Sauk,6678,Wisconsin Dells,2017,102,89,13,70,,20,1,2,9,1,,16,,,,,,,,,,2,1,,4,1,,1
2021,2020-21,2,Walworth,1380,Delavan-Darien,2021,184,176,8,29,,10,1,1,1,2,,9,,,,,,,,,,,1,,3,,,
2021,2020-21,11,Burnett,6293,Webster,2021,49,42,7,16,,3,,,,5,,4,,,,,,,,,,,,,3,,,
2018,2017-18,2,Jefferson,2730,Johnson Creek,2018,43,40,3,24,,,,1,5,2,,8,,,,,,,,,,,,,1,,,
2021,2020-21,9,Price,4571,Prentice,2021,35,35,,24,,10,1,,,1,,9,,,,,,,,,,,1,,1,,,
2017,2016-17,2,Dane,5656,Sun Prairie Area,2017,570,540,30,379,,98,2,22,26,18,,133,,,5,,,2,,6,2,1,5,,19,5,,2
2019,2018-19,9,Marathon,196,Athens,2019,42,38,4,36,,13,,1,8,1,,7,,,1,,,,,,,,1,,2,,,
2021,2020-21,8,Forest,1218,Crandon,2021,63,55,8,27,,14,,2,1,,,9,,,,,,,,,,,,,,,,
2019,2018-19,11,Saint Croix,5432,Somerset,2019,95,95,,86,,7,6,,3,17,,12,,2,2,2,,3,,,,5,2,,11,,,1
2018,2017-18,9,Marathon,3304,Marathon City,2018,76,75,1,35,,12,,,7,1,,12,,,,,,,,,1,,,,,,,
2018,2017-18,10,Eau Claire,217,Augusta,2018,44,37,7,30,,8,,,3,1,,9,,,2,,,2,,,,,,1,2,1,,
2021,2020-21,8,Marinette,4305,Peshtigo,2021,89,85,4,34,,8,,4,2,3,,17,,,,,,,,,,,,,,,,
2021,2020-21,10,Clark,1162,Colby,2021,85,77,8,36,,10,,4,,1,,18,,,,,,,,,,,,,,,,
2017,2016-17,7,Kewaunee,3220,Luxemburg-Casco,2017,168,161,7,110,,38,,4,6,4,,33,,,,,,1,,,8,,2,1,1,2,,
2021,2020-21,3,Iowa,2527,Highland,2021,18,16,2,12,,2,1,1,1,2,,5,,,,,,,,,,,,,,,,
2021,2020-21,1,Waukesha,3437,Menomonee Falls,2021,325,318,7,159,,22,,16,3,27,,71,,,,,,,,,,1,1,,12,1,,
2018,2017-18,6,Winnebago,4088,Omro,2018,94,80,14,72,,13,,1,11,2,,32,,,,,,1,,,2,1,1,,,3,,
2020,2019-20,4,Monroe,5747,Tomah Area,2020,226,186,40,132,,39,,4,3,3,,52,,,1,,,2,,2,,,1,,5,7,,
2019,2018-19,2,Jefferson,6118,Waterloo,2019,71,68,3,42,,11,1,6,2,3,,10,,,1,,,1,,1,,,,,1,,,
2020,2019-20,12,Bayfield,315,Bayfield,2020,32,32,,14,,4,1,,,1,,3,,,,,,,,,2,,,,2,,,
2019,2018-19,2,Dane,4144,Oregon,2019,300,287,13,216,,36,1,10,14,11,,83,1,,7,,,4,,1,3,1,3,1,8,5,,
2020,2019-20,7,Manitowoc,3661,Mishicot,2020,48,47,1,40,,13,,,2,,,19,,,,,,,,,,,,,1,1,,
2017,2016-17,1,Milwaukee,721,Brown Deer,2017,154,147,7,86,,20,,4,5,3,,23,,1,,,,3,,1,2,,1,,4,6,,
2019,2018-19,3,Iowa,3633,Mineral Point Unified,2019,56,56,,36,,5,,1,4,4,,15,,,,,,1,,1,1,,1,,2,1,,
2017,2016-17,11,Dunn,637,Boyceville Community,2017,55,53,2,32,,7,,,4,1,,7,,,1,,,1,,,1,1,,,1,1,,1
2021,2020-21,9,Oneida,3647,Lakeland UHS,2021,174,150,24,111,,30,3,9,3,7,,40,,,1,,,,,,,,,,11,1,,
2017,2016-17,,,0,[Statewide],2017,65720,58447,7273,40707,,8868,440,2217,3406,2458,3,12643,181,109,593,5,7,595,3,251,445,370,404,85,1740,687,4,98
2020,2019-20,2,Dane,1316,De Forest Area,2020,261,243,18,182,,43,2,6,9,11,,75,1,,3,,,1,,,1,,,,11,4,,1
2017,2016-17,6,Waupaca,3276,Manawa,2017,51,46,5,32,,3,1,3,5,1,,15,,,,,,,,,1,,,,1,,,
2019,2018-19,2,Green,2737,Juda,2019,19,19,,23,,4,1,1,1,,,13,,,,,,,,1,,,,,,2,,
2017,2016-17,10,Buffalo,3668,Mondovi,2017,56,53,3,45,,12,1,1,4,3,,14,1,,,,,,,,1,,,,1,,,
2017,2016-17,7,Brown,1407,Denmark,2017,121,110,11,74,,24,,6,5,4,,21,,,1,,,,,,1,,,1,3,1,,
2021,2020-21,12,Douglas,5663,Superior,2021,311,266,45,98,,12,13,2,,13,,38,1,,,,,2,,,,,,,9,,,
2017,2016-17,6,Outagamie,147,Appleton Area,2017,1233,1060,173,825,,180,,46,81,65,,230,1,5,11,,,10,,3,4,11,10,,55,6,,2
2021,2020-21,1,Waukesha,4312,Pewaukee,2021,236,230,6,123,,14,2,10,1,23,,53,,,,,,1,,,,1,,,14,,,
2018,2017-18,9,Lincoln,3500,Merrill Area,2018,213,193,20,149,,45,,5,20,3,,31,,,5,,,,,,,1,5,,1,1,,
2019,2018-19,3,Grant,4529,Potosi,2019,31,31,,23,,8,1,,,1,,9,,,1,,,,,,,,1,1,,,,
2020,2019-20,1,Milwaukee,2303,Greenfield,2020,284,267,17,169,,43,4,16,7,14,,58,,1,,,,3,,,2,,1,,2,,,
2019,2018-19,9,Vilas,1526,Northland Pines,2019,106,103,3,66,,17,,,7,5,,16,,,4,,,1,,1,,,,,2,1,,
2019,2018-19,2,Jefferson,2898,Lake Mills Area,2019,118,107,11,72,,15,,4,3,4,,30,1,1,2,,,1,,3,,,1,,,,,1
2017,2016-17,9,Lincoln,3500,Merrill Area,2017,252,238,14,153,,47,,3,29,,,34,1,,4,,,,,,2,2,3,,2,3,,
2017,2016-17,7,Brown,6328,West De Pere,2017,204,197,7,138,,27,,8,12,8,,46,,1,4,,,1,,2,4,2,1,,4,6,,1
2017,2016-17,7,Calumet,2534,Hilbert,2017,23,23,,30,,11,,2,2,1,,11,,,,,,,,,1,,,,,1,,
2021,2020-21,3,Vernon,5960,Kickapoo Area,2021,40,38,2,16,,5,,,,1,,8,,,,,,,,,,1,,,1,,,
2018,2017-18,2,Rock,4151,Parkview,2018,53,51,2,54,,17,,2,8,,,13,,,2,,,,,1,2,,3,,1,1,,
2020,2019-20,8,Waupaca,1141,Clintonville,2020,136,119,17,50,,19,,3,1,2,,18,,,1,,,,,1,1,,,,2,,,
2018,2017-18,9,Vilas,4330,Phelps,2018,14,14,,9,,4,,,,,,1,,1,1,,,,,,,,,,,,,
2017,2016-17,9,Marathon,5628,Stratford,2017,80,77,3,54,,14,,2,4,4,,21,,,3,,,2,,,1,,,,1,,,
2018,2017-18,7,Door,5457,Southern Door County,2018,90,88,2,56,,10,,6,3,,,16,1,,1,,,,,1,2,,,,2,1,,
2019,2018-19,6,Dodge,3171,Lomira,2019,92,90,2,56,,9,,1,4,3,,14,,,14,,,,,,,,,,,3,,
2021,2020-21,7,Kewaunee,2814,Kewaunee,2021,86,79,7,47,,22,,10,,,,13,,,,,,,,,1,,,,,,,
2020,2019-20,3,Lafayette,427,Benton,2020,16,15,1,18,,3,,1,1,1,,9,,,,,,,,,,,,,,,,
2018,2017-18,4,Vernon,2863,La Farge,2018,14,13,1,13,,4,,,2,,,4,,,,,,,,,,,,,1,1,,
2021,2020-21,4,Jackson,91,Alma Center,2021,41,40,1,14,,6,,,,1,,6,,,1,,,,,,,,,,,,,
2021,2020-21,6,Winnebago,3430,Menasha Joint,2021,197,192,5,63,,21,1,3,1,7,,20,,,1,,,,,,,,,,4,,,
2021,2020-21,5,Waushara,6237,Wautoma Area,2021,93,87,6,38,,24,,2,1,3,,7,,,,,,,,,,,,,1,,,
2020,2019-20,2,Racine,777,Burlington Area,2020,264,247,17,142,,17,,11,4,14,,61,,2,1,,1,2,,2,3,,1,,10,5,,
2019,2018-19,11,Pierce,1659,Ellsworth Community,2019,111,106,5,80,,12,2,,5,14,,23,1,,1,,,1,,,,1,3,,5,1,,1
2019,2018-19,2,Green,3682,Monroe,2019,175,171,4,116,,30,4,9,6,2,,40,3,,1,,,1,,,1,,1,,5,2,,2
2019,2018-19,5,Sauk,4753,Reedsburg,2019,231,216,15,123,,37,,4,6,9,,28,,,13,,,,,3,1,1,4,,2,4,1,
2020,2019-20,7,Manitowoc,5824,Two Rivers Public,2020,110,104,6,62,,17,1,2,,5,,26,,,,,,,,,,,1,,,,,
2017,2016-17,11,Washburn,5306,Shell Lake,2017,45,44,1,27,,8,1,2,1,1,,7,,,2,,,,,,,,2,,,1,,
2019,2018-19,11,Polk,3213,Luck,2019,35,32,3,34,,8,1,,4,1,,13,,,2,,,2,,,,2,,,,,,
2020,2019-20,3,Vernon,5960,Kickapoo Area,2020,36,34,2,33,,16,,,1,6,,7,,,,,,,,,,,,,1,,,
